site_id,sensor_id,datetime_local,species_common,species_scientific,confidence,start_time_sec,end_time_sec,file_name,date,hour,minute,call_duration
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9902244210243225,246.0,249.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9701979756355286,246.0,249.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9786959886550903,249.0,252.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9970575571060181,249.0,252.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9503414630889893,252.0,255.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9952344298362732,252.0,255.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.818051278591156,252.0,255.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.308590292930603,261.0,264.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.5570260882377625,270.0,273.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Asian Openbill,Anastomus oscitans,0.3820003271102905,282.0,285.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.3698597252368927,282.0,285.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.7577934265136719,309.0,312.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.660921573638916,324.0,327.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.38945403695106506,327.0,330.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.26519209146499634,345.0,348.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Eurasian Tree Sparrow,Passer montanus,0.3533165454864502,345.0,348.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.351197212934494,348.0,351.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.309396356344223,348.0,351.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.5418232083320618,351.0,354.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.641197144985199,369.0,372.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.49649861454963684,372.0,375.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.3071432411670685,378.0,381.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.5823589563369751,378.0,381.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.5001633763313293,378.0,381.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.4291231632232666,384.0,387.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.33323490619659424,387.0,390.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.2750221788883209,390.0,393.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.35142213106155396,393.0,396.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Plain Prinia,Prinia inornata,0.2578392028808594,393.0,396.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Plain Prinia,Prinia inornata,0.3066542148590088,396.0,399.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.5292409062385559,405.0,408.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9162598252296448,408.0,411.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.6472107172012329,408.0,411.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.8013914823532104,411.0,414.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.6226144433021545,411.0,414.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.3267885148525238,411.0,414.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.38647904992103577,414.0,417.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.5540661215782166,417.0,420.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.34979647397994995,426.0,429.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.7985894680023193,432.0,435.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.41252991557121277,432.0,435.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9194626212120056,435.0,438.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9370197057723999,435.0,438.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.8980904817581177,438.0,441.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.873295247554779,438.0,441.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.8049405217170715,441.0,444.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9569879174232483,441.0,444.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9858026504516602,450.0,453.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.6075764894485474,453.0,456.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Common House-Martin,Delichon urbicum,0.47784900665283203,459.0,462.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.8768250346183777,477.0,480.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.3581339120864868,477.0,480.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9955873489379883,480.0,483.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.2576298117637634,501.0,504.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.7727642059326172,519.0,522.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.41808807849884033,537.0,540.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.4135270416736603,540.0,543.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.605964720249176,546.0,549.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.45123010873794556,555.0,558.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.45564451813697815,555.0,558.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.32394155859947205,555.0,558.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.4327525198459625,561.0,564.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.49686238169670105,567.0,570.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.31138384342193604,567.0,570.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.7494381666183472,570.0,573.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.5685237646102905,570.0,573.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.7373275756835938,573.0,576.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9918757677078247,573.0,576.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.6994829773902893,576.0,579.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.7519329786300659,576.0,579.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.41990673542022705,579.0,582.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.28533631563186646,582.0,585.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.5644025206565857,585.0,588.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
4,7902,2025-02-04 08:30:00,Cattle Egret,Bubulcus ibis,0.37333717942237854,585.0,588.0,4_S7902_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.36583447456359863,588.0,591.0,1_S7899_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
3,7901,2025-02-04 08:30:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.8781793713569641,588.0,591.0,3_S7901_20250204_083000(UTC+7).wav,2025-02-04,8,30,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.26162296533584595,15.0,18.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,White-breasted Waterhen,Amaurornis phoenicurus,0.27801358699798584,33.0,36.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Pacific Reef-Heron,Egretta sacra,0.3037501573562622,36.0,39.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.31158721446990967,45.0,48.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.26430225372314453,48.0,51.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9119197130203247,66.0,69.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.39042890071868896,108.0,111.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.46287399530410767,108.0,111.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.616824209690094,111.0,114.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9941416382789612,111.0,114.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.5820656418800354,117.0,120.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.3967107832431793,117.0,120.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.7377738952636719,126.0,129.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.3172629475593567,132.0,135.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Gray Heron,Ardea cinerea,0.5119247436523438,156.0,159.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.6584083437919617,171.0,174.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.3780843913555145,171.0,174.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,White-breasted Waterhen,Amaurornis phoenicurus,0.307913213968277,174.0,177.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.3111392855644226,183.0,186.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.3333333730697632,189.0,192.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.7984588146209717,189.0,192.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9749765992164612,192.0,195.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.9923815131187439,195.0,198.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.4779893457889557,207.0,210.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.2824901342391968,207.0,210.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.27864333987236023,210.0,213.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.3017762303352356,219.0,222.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.2608095705509186,228.0,231.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.5776447653770447,228.0,231.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.26204484701156616,234.0,237.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.8670614361763,252.0,255.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.7093755602836609,255.0,258.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.4184107184410095,276.0,279.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.257072776556015,279.0,282.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.5008507966995239,279.0,282.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.3588068187236786,291.0,294.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.47316330671310425,291.0,294.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.39477965235710144,297.0,300.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.6202430725097656,300.0,303.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.6343871355056763,306.0,309.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.280891090631485,330.0,333.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.3846832811832428,339.0,342.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.478108674287796,342.0,345.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.7526431083679199,345.0,348.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.38007721304893494,354.0,357.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.4800272583961487,366.0,369.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.39101696014404297,375.0,378.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.8664283752441406,399.0,402.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.31706735491752625,405.0,408.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.2803479731082916,411.0,414.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.29215002059936523,417.0,420.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.2853108048439026,429.0,432.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.3826700747013092,435.0,438.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.2537045180797577,438.0,441.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.5616677403450012,447.0,450.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.3606230914592743,450.0,453.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.6319149732589722,453.0,456.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.5726429224014282,459.0,462.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.26836737990379333,462.0,465.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Oriental Scops-Owl,Otus sunia,0.41937974095344543,477.0,480.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.2806324362754822,477.0,480.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.5036497116088867,480.0,483.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.2773003578186035,483.0,486.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.2837548851966858,486.0,489.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.4240407347679138,489.0,492.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.6648572683334351,492.0,495.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.7873409986495972,495.0,498.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.6624011397361755,498.0,501.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
1,7899,2025-02-04 08:45:00,Oriental Scops-Owl,Otus sunia,0.5613728165626526,504.0,507.0,1_S7899_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.3268146514892578,513.0,516.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.4952186644077301,519.0,522.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
4,7902,2025-02-04 08:45:00,Cattle Egret,Bubulcus ibis,0.41256311535835266,522.0,525.0,4_S7902_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
3,7901,2025-02-04 08:45:00,Black-crowned Night-Heron,Nycticorax nycticorax,0.5626446604728699,540.0,543.0,3_S7901_20250204_084500(UTC+7).wav,2025-02-04,8,45,3.0
